,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
870,(-0.7599640208645968-0.40424590601360305j),(-0.12019036193684356-0.12696240414329726j),(-0.05816424167831365-0.11289381535232416j),(-0.09529182343514674-0.042266256207404124j),(0.16321532020929932-0.0796548588032307j),(-0.0023172225522605653-0.026103923346264202j),(-0.07333529550715868-0.23118973417732844j),(-0.07427006187566583-0.12328384110865648j),(-0.15284620164236543-0.04066664080260561j),(-0.19867964204438252+0.17777882821019933j),(-0.3594981968490145+0.0754210239478659j),(-0.39513765960504715-0.32962896467942154j),(-0.14752627922739212-0.1222165624905025j),(-0.25688626588211444+0.18084575062028838j),(-0.07113386024679712-0.06475355510254381j),(-0.56182452266237-0.18248464202472833j),(-0.007123093640524793-0.1880213383868054j),(-0.3331958345027715+0.07053588972676593j),(-0.14338639721603544-0.3084378018061042j),(-0.11420521668901379-0.06715915851501784j),(-0.14817465116709636+0.2541869222167843j),(-0.1636402055555317-0.5250336011668185j),(-0.3689001205238131-0.17773929054981724j),(-0.4210805328642625-0.2403518398476886j),(-0.46872771910251865-0.4369951700244511j),(-0.7411940339421874-1.1435082042249292j),(-0.9066496268175955-0.311553417887636j),(-0.19578169341192336-1.5619540829639265j)
871,(-0.7396893623933259-0.3751159798550869j),(-0.196978579830354+0.05589389299441086j),(-0.10050952222338362-0.08731840066200518j),(-0.08733191970990468-0.025170579485626263j),(0.08060371726411339+0.339333603045698j),(0.08504773253055635+0.054520563217154726j),(-0.1718564968382825-0.05525152092747438j),(-0.10408789481260139-0.06272167385008084j),(-0.09087619579843738-0.050893606715591753j),(-0.22287335887477147+0.2412008707227105j),(-0.46656954110677373+0.09839149394010979j),(-0.02762365353469883-0.10481192670442976j),(-0.27267674335065817-0.0963536572534098j),(-0.40610086062862094-0.11050205149935279j),(-0.06144575549080167-0.2058759577418977j),(-0.44339912530822506-0.21742971203312092j),(-0.040932454191633036+0.007119924745715284j),(-0.045855512524911116-0.3274394384634549j),(-0.12718020919952291-0.5755500315690238j),(-0.2779405346965549-0.15761977460890597j),(-0.5440290280935468-0.7966323273818198j),(0.2779207399905979-0.020018536673643818j),(-0.2728575806686129-0.003665798710285688j),(-0.26337448764060073-0.5015465458907222j),(-0.6323862036259761-0.38836823909062274j),(-0.10519581982664668-0.6419068851918136j),(-0.852379798853204-0.38758994927231183j),(-0.15221882268037482-0.8543946618614112j)
872,(-0.7639280459284269-0.42698314717654506j),(-0.11507311950751854-0.08969116660219321j),(-0.11456373126476437-0.13051358317647024j),(-0.008849180101580532+0.06293095645889457j),(-0.3226906980480453-0.10195536742865292j),(-0.20647325154877155-0.05417003490113043j),(-0.01596476833160974-0.12294489148496958j),(-0.06408879743373631+0.04506483497191776j),(-0.06311234897397049-0.07901427640966803j),(-0.16572880658190645+0.2611861028931693j),(-0.10541471641016978+0.1583172197880246j),(-0.3266778272882131-0.39013632125501313j),(-0.07797719942308866-0.047374968537226336j),(0.039443146654176586-0.11266645851148921j),(-0.3165252885960424-0.09157141251742396j),(-0.5384656257771352-0.14743649710531725j),(-0.1990042543091961-0.2718839405012387j),(-0.0844441210172926-0.05349287759341399j),(-0.13640377288557762-0.32646838893388536j),(-0.22999929109221517-0.17952088529851548j),(0.21596741680006604-0.07154623673059876j),(-0.158512628282046-0.10720452015925183j),(-0.19512402114302302-0.2861953521192847j),(-0.35279314604931594-0.1352746012417027j),(-0.6138851072610985-0.34520264343748236j),(-1.000735632942044-0.32854833024776736j),(-0.7839409084478556-0.24340427327213127j),(-0.3630421071387255-1.0281666301125834j)
873,(-0.6493844782035455-0.3437948079652123j),(-0.0662629651157239-0.04248814501238247j),(-0.06032209042811745-0.0650441903918621j),(-0.07252615728682722-0.05966549747765767j),(0.19095968482166625+0.15067103359361872j),(-0.19730239179392856+0.1383005040560866j),(-0.07873149923767321+0.006963922468688382j),(-0.11592339818949424-0.003793977425401278j),(-0.0793848480813963-0.030131794418118585j),(-0.15651341758227957+0.1496010871799475j),(-0.44046842534191577-0.06979123482151427j),(0.2866297341156329+0.03239525617227499j),(-0.11684481421883404-0.14978107692428294j),(-0.5126995502799883+0.16927952539551275j),(-0.12843700280182802-0.20090491619260256j),(-0.5715503012710408-0.3835386988209343j),(-0.2659943062221362-0.09204690193937326j),(-0.3315155049812838-0.12796126253530735j),(-0.40117576741910066+0.04584211730453434j),(-0.2582586633246273-0.17840622867081973j),(-0.22477663506758394-0.08057835370292772j),(-0.09355688913556177+0.09019980423819655j),(0.057012908130776724-0.36963663873784747j),(-0.6110229741132911-0.4327040977141068j),(-0.6707220330571791-0.017879215989339427j),(-0.7388015061147207+0.7995251985083797j),(-0.9118056508337006-0.5742634109769988j),(-0.9769913472779135-1.5925114433647471j)
874,(-0.7857015508219289-0.4418463296998055j),(-0.22835474991248111-0.02697401841946942j),(-0.0812594374369076-0.12768067432206734j),(-0.05988174733147198-0.03603944611870429j),(0.3938317380342095+0.21177292360455288j),(-0.24155787087830435-0.29693283852534447j),(-0.14637766138703942-0.2929375582840085j),(-0.14024209584864408-0.05501578491350609j),(-0.08849823723795112-0.06288842053081145j),(-0.27834277894192083+0.14224128001086314j),(-0.17317497384859465+0.169906208276785j),(0.11542054288624576-0.6777091149979471j),(-0.24641993955002295-0.11652070079430607j),(-0.2857115701463902-0.06179381013280678j),(-0.20916774036405916+0.11986462410794659j),(-0.2879835211520254-0.2134761722154199j),(-0.25980901780269566+0.024833749572780436j),(-0.13288143359865345-0.3024404495540889j),(-0.546517104941745+0.21937122516355376j),(-0.33213817242128224-0.13039180731037778j),(-0.37158151508162723+0.05333119324589127j),(-0.5080172718562866+0.1775999457062987j),(0.035132435562513095+0.2726349960875377j),(-0.37182150159391747-0.16188050240162116j),(-0.29037099851125664-0.2840160454778289j),(0.24558515136216832+0.4571165129059914j),(-0.942697599389011-0.19663766840180677j),(0.0983113275313844+2.350671927665756j)
875,(-0.6695602070313468-0.3996570666792048j),(-0.007281139978772848-0.043923899587966046j),(-0.056372102031185076-0.07544865863825517j),(-0.021344906082465906+0.03934760056397822j),(-0.048328052287225726+0.055834755552260903j),(-0.11107861354022253+0.00497054273564411j),(-0.1055288522138124-0.08499128541447344j),(-0.19635377809962276+0.04904689283544262j),(-0.16938746670368315-0.12629338478784585j),(-0.24355582529596068+0.1394992817150047j),(-0.0537403012967228-0.2485348161404433j),(0.17734608110504357+0.13966438106240917j),(-0.15347841654204467-0.006048413372499941j),(-0.3021943742936197-0.024972407495426802j),(-0.2288160869595439-0.22692183328539903j),(-0.5565843009243744-0.2586271942515992j),(-0.369447288330739-0.10583699285115386j),(-0.3624851041056273-0.08314299795329701j),(0.11600525023457078-0.35495379830217233j),(-0.2892070282003889-0.12808068522033597j),(-0.03898242540348318+0.304149567994055j),(-0.015203996504122281-0.015362224889473584j),(-0.19821405392122496+0.14514511641912597j),(-0.5982258592287079-0.3158287608939236j),(-0.46216697771685605-0.0490003385285479j),(-0.35910710009818686-0.9055621478097734j),(-0.4872108472163008-0.13095800814757608j),(-3.8871602968443777+0.298255922897962j)
876,(-0.6629158255980258-0.42076864054881585j),(-0.12507715635592806+0.016862638614625673j),(-0.07925808181833653-0.06801565766270973j),(-0.047456237976097+0.008498003251902404j),(0.16678258595537562-0.4016151467221821j),(0.011823258082828348-0.2675393517879365j),(-0.23957251659551035-0.10245044670973077j),(-0.1249936696163593-0.037937613905042224j),(-0.09029461339134119-0.08995014010059285j),(-0.2289712578259589+0.25993866516291336j),(-0.44226404543357417-0.005356547446587796j),(-0.1037119523027948+0.004447427069627247j),(-0.21229062535892917+0.015104841378811113j),(-0.5434183042088385-0.29291995281545946j),(-0.2573453529979661-0.1143915028125936j),(-0.5365305209761528-0.24503857406413515j),(-0.12361349401741628+0.09987856099379913j),(-0.22642327428117692-0.053110587202500614j),(-0.3173242633637807-0.3218858002233539j),(-0.27328294585755936-0.02976846938595038j),(-0.02130209033139959-0.5435112045679178j),(-0.0355794783822211-0.20419609806703637j),(-0.030423569068744803+0.06737259500436106j),(-0.4272074843329083-0.2263582176543857j),(-0.6343476887825961+0.0003675064131769799j),(-2.1099292134764456-0.1398319099620501j),(-0.8487872503824723-0.3084117830688769j),(1.9918692660013915-1.76326473631567j)
877,(-0.6997333653884119-0.33722999344439275j),(-0.15337946623090065-0.01139995065208666j),(0.014405677857522933-0.11720254908418151j),(-0.06361330197228639-0.015922698118005015j),(0.05318770939526334-0.3221067314188249j),(0.2013080385005612-0.2497205737018585j),(-0.14691859685459013-0.0967547965154684j),(-0.06087755319557471-0.06314374315455554j),(-0.10175256835866232-0.07085203190445251j),(-0.26932306455466015+0.26602798254546023j),(0.13995447093904417-0.10574944720704142j),(-0.4540249710710079-0.22161169580129436j),(-0.13417401316598104+0.01982296456076571j),(-0.6107098426235938-0.06419184015674362j),(-0.21049320177906117-0.18625856509804575j),(-0.21507330798482693-0.1353840107463697j),(-0.4512509453858292-0.11011191741309968j),(0.012915507982852965-0.10809628860209416j),(0.14001790897611197-0.1358034964261778j),(-0.18468284431372248-0.0841508866566166j),(0.062201775932048245-0.4444667557430765j),(0.14406840370007293-0.17334647610839446j),(-0.08793617710073899-0.17778448206481007j),(-0.40851532762220677-0.17887636284295907j),(-0.0964435656586955-0.2726974391675366j),(1.3850626691399097+0.7746129089866167j),(-0.6379183240711188-0.1262005247500413j),(-2.5949993388198758+0.25414813794698066j)
878,(-0.6100046901258618-0.44139069303314554j),(-0.2001699688194433+0.03087050000507528j),(-0.1316901160023543-0.07813807163714065j),(0.005497026541456615+0.013220429535082113j),(-0.28818920218901767+0.2382494517223611j),(-0.3628566491860088-0.09558191231071371j),(-0.10242777667696856-0.024334321973318723j),(-0.13051672999200162-0.13677768543681582j),(-0.08758063681638432+0.060255161938024195j),(-0.12016923934757115+0.31863131215933266j),(-0.1186603663894736+0.08746132140037668j),(-0.46492968189524975-0.08021711407056989j),(-0.1900964684667189-0.06512480388042j),(-0.4007334788685233-0.2344006446194888j),(-0.16495479395330592+0.04599764226804388j),(0.01204234574912616-0.08783080974990819j),(-0.17652116061913317-0.24453304402277948j),(-0.030834862533705272-0.3605411061963547j),(-0.11990230921310538-0.5501253878029413j),(-0.31474446219566826-0.02389375978756668j),(-0.27027530743057354+0.13068968681205967j),(-0.044725641930034955-0.017840020220620294j),(-0.15605225596624223+0.05692933188022323j),(-0.2727102735394804-0.48640213864675047j),(-0.7973047568631018-0.2974041814870319j),(1.242547197590526+0.11709034359980251j),(-0.7619022079374558-0.43680264897247667j),(0.7767101278676181+0.15398195021074307j)
879,(-0.7293441651412391-0.33335143931028777j),(-0.1569690863009949-0.0657302489009366j),(-0.06600854061035413-0.16755314743243876j),(0.023543828107969792-0.03024536559833614j),(-0.13238210501364303-0.20642561693321976j),(-0.40748909857843524-0.33458580685397665j),(-0.010426875370853649-0.02737046568826778j),(-0.1226330627689023-0.11880476269569515j),(-0.03156032185997296-0.10237967357447603j),(-0.15819840600079726+0.25564515121640163j),(-0.3417063047478581+0.24138598285455531j),(-0.22613215603003048-0.25954959453918314j),(-0.1820276810834846-0.07491931594858833j),(0.20022796980159002-0.3263284090777999j),(-0.07822253431629489-0.11833969565083766j),(-0.6578498020420469-0.09098617754938866j),(-0.2931817407123948+0.1288435198060702j),(-0.17042187216955257+0.2200199036678707j),(-0.004242721800311427-0.23340243537311414j),(-0.16783506313115684+0.011710666801224404j),(-0.011962813112550059-0.06996852338653285j),(-0.5604046225372459-0.13233222842700137j),(0.2591491689427289-0.14289130184852308j),(-0.5872449145790597-0.3966838854300725j),(-0.48830801543860464-0.2378932670154526j),(1.3433439173489055-1.7262798822072547j),(-0.7442650982315652-0.2921271779230624j),(-1.76663295608532+0.26670234098554013j)
880,(-0.620471275588374-0.3569232032249389j),(-0.03751941334823217+0.08229103376490003j),(-0.07384739697494087-0.0856828173973433j),(-0.029724437906700513+0.002059934075561779j),(0.07380605866450379+0.25405951202409105j),(-0.09026580990677488+0.2050075429055166j),(-0.050113673087689575-0.1821742744611108j),(-0.09661771368211748-0.045145907819936146j),(-0.04983028890152009-0.036413850431011766j),(-0.18027630380755474+0.25017353595457487j),(0.03594195015757556+0.11941563791009932j),(0.10214241968316715+0.13012054434811954j),(-0.19476463368614266+0.076263561471004j),(-0.4357392976576763-0.1095763440923329j),(-0.02539747901760198-0.134756194515739j),(-0.4710245036677534+0.22315449259117137j),(-0.07126955087083275+0.00935409037518703j),(-0.21109628969506794-0.26113325223590783j),(-0.5411372956322466-0.42079215161382444j),(-0.280115027343928-0.16361376152588442j),(0.18251846689505855-0.3190138489300076j),(-0.21995140793355838+0.06382467901108688j),(-0.288130722591416-0.06276253898546784j),(-0.5437653115698032-0.4282834985748144j),(-0.5263207419892584-0.33236200779454417j),(-1.9586565923726116-0.2335083356110831j),(-0.4686414853659757-0.49197099321181376j),(-5.539008874033305-0.3262387320183479j)
881,(-0.6684459934022612-0.38414986101123144j),(-0.08919572784728483-0.0715753323692216j),(-0.03971478778704693-0.1016555022162789j),(-0.022559356506260796-0.07910885913362932j),(-0.17949291358958194-0.05602433347177649j),(-0.24604767596463814-0.14915065423791637j),(-0.12732103771855413-0.008327741982760045j),(-0.15113985934151344-0.019727416522369312j),(-0.15355359840614627-0.12416227913211922j),(-0.2784015319788674+0.2119530223925963j),(-0.10927092976418051+0.2456749398491695j),(-0.2749614029835966-0.1186260562463068j),(-0.21796812051061437-0.05748034767219184j),(-0.03984972901022935+0.18935765515359626j),(-0.1023378187225682-0.0791672647422987j),(-0.252415160647283-0.05352161219264306j),(-0.2529689886808034-0.08851492424426673j),(-0.328693141557733-0.10045621418187496j),(-0.2788561920318731-0.4773548252896425j),(-0.2552753050028654-0.1049930513266569j),(-0.10185780477227031+0.5992890613792051j),(0.009744495706163266-0.28644869957707797j),(-0.5342401388026017-0.08137574996768521j),(-0.5918256320835096-0.28065063994231376j),(-0.3634186907798756-0.08445811577543642j),(-1.7969496368751658-3.7772711267844583j),(-0.828461933343246-0.48125893683604065j),(-0.9689264018137215-3.0175052405767904j)
882,(-0.7293038432314455-0.2912192230934891j),(-0.04156356426195991-0.09554357268805382j),(-0.08310812535608988-0.1198148296132619j),(-0.04986001161753103-0.03243180961626892j),(-0.13973015236378122-0.14927694111371695j),(0.03548335946304864-0.012110099567705401j),(-0.10667990030120347-0.024726877911053196j),(-0.04111474570007497-0.07106580118858083j),(-0.0927005536136193-0.023934059514038993j),(-0.05239190254996674+0.1092592348248944j),(-0.2549547258059762-0.1297093455497703j),(-0.6016939704053467-0.24975199574127308j),(-0.12637058765588552-0.07456157682149221j),(-0.24828716147214006-0.20365197257219073j),(-0.18198624421701656-0.17714405865025504j),(-0.08567143299753412-0.03309818349121174j),(-0.07028695078105567-0.21108599194231292j),(-0.21225673394657696+0.0556133716507247j),(0.03428488642118286-0.07205673806106831j),(-0.21315201347186574-0.10262537258409503j),(-0.18367751409291497-0.2230405903234502j),(-0.14572139873234294-0.42256358061449745j),(-0.24004630746344877+0.11342872491546566j),(-0.3724724824775789-0.4028846054388104j),(-0.7712702429602034-0.18768640471312012j),(-0.4657161190916399+0.12737989625112242j),(-0.7658503155055908-0.47930284736437945j),(-0.7794174960466135+2.7223168430526097j)
883,(-0.7728297381429509-0.45359911228119587j),(-0.08665077906014422+0.028823872082262978j),(-0.10336670388492813-0.10994810156639259j),(-0.07106221668016882-0.014626412476614569j),(0.14839172918351617+0.027306922081305487j),(0.13199175482279482+0.3250448054329903j),(-0.19047386877326472-0.04636346659541021j),(-0.13872657215944684-0.12388289600029385j),(-0.21716584927644106-0.015138018371111207j),(-0.17303139371682758+0.2533778701548997j),(-0.20541882248029478+0.017936656756786396j),(-0.38983417731718245+0.19858818561953137j),(-0.11787927370244913-0.03834874812438351j),(-0.23997590889974496+0.0009373019121543954j),(-0.23761675590556985-0.08869044605674407j),(-0.34076329598809835-0.08048031093968457j),(-0.34185802796610226+0.06937036556925387j),(-0.18721170609217763-0.13148091000153453j),(-0.5867051160080266-0.4825382337179128j),(-0.22285139123370373-0.06268105861140295j),(-0.2017211547974812-0.024806272848173123j),(0.21737578707809035-0.042775809568956054j),(-0.09761167761255525-0.15491878534731687j),(-0.39198570987686404-0.28895848425855275j),(-0.8996586171856661-0.524933238232349j),(-1.8867422542153063+0.9584758986718054j),(-1.1108963234092997-0.3654894171956684j),(2.8646761328361334-3.6709870955447443j)
884,(-0.7476734522390732-0.45125360956740074j),(-0.23425190643353583+0.028364173353283686j),(-0.08221878758444583-0.13026615184378143j),(-0.05511181977301601+0.011343394302895873j),(-0.2637676981238803-0.12681772382552975j),(-0.055765371943891154-0.3215418989967816j),(-0.014951063135653702-0.076439194685991j),(-0.08728360944933804-0.12183687979011511j),(-0.08487670596498723-0.028847410438850862j),(-0.12584503125081029+0.21324145748461318j),(-0.49252533505208923+0.05397396491123359j),(-0.049625074169261534+0.03381600027314517j),(-0.03142400260690347-0.07100474410356482j),(-0.6244247175260198-0.42253186829787304j),(-0.14776685915723428-0.2906196422897125j),(-0.4903641331022683+0.03756905544913142j),(0.019450738041901477-0.3123487037381934j),(-0.16598258250998288-0.10719505001921636j),(-0.7769116377697459+0.015204560274059361j),(-0.2951342009535686-0.04985899262010934j),(-0.7907369845387726-0.07292545691423871j),(-0.2425203418423739-0.0979450987062621j),(-0.10827041042531349-0.32774705406307547j),(-0.6465234806496485-0.40646673626281665j),(-0.5348694966266376-0.278108411193678j),(-0.9043238373539629+1.5272010658997328j),(-0.9207578013511055-0.5025390214923452j),(-0.035839697931140634-0.08382696243493609j)
885,(-0.680758528461575-0.390759916360985j),(-0.1201220242880066-0.04347696350696366j),(-0.06713006834628935-0.07412585898462305j),(-0.06354968710029431+0.03389229648303135j),(-0.48504892381196413-0.010395043697617248j),(-0.0722233716854305-0.06693436067179023j),(-0.11867133825502761+0.010004871980481552j),(-0.17996995120699708-0.10669010759628686j),(-0.09455653593409813-0.04529006837634132j),(-0.17261973775916206+0.12591464636862743j),(-0.16955176287370233-0.19500965095184114j),(-0.7063704908160552+0.16169345224241774j),(-0.13080804599865517-0.07407029550261192j),(-0.2927958370059971-0.44775428703123643j),(-0.10262125234552803-0.13209121923636183j),(-0.22940183192449123-0.21362052565806336j),(-0.07468967041855834-0.205462481981486j),(-0.08086361989476767-0.18818546355447838j),(0.019303984116195386-0.28722403869776636j),(-0.16503912080210595-0.140443626990206j),(-0.3558713248648667-0.44753458307774063j),(-0.5291407618205207+0.3087603090564798j),(-0.4050306697733453-0.08907561448831494j),(-0.663754953955597-0.17143777474431016j),(-0.4364219527109566-0.3238815526934442j),(-2.7599380711991213-0.040937747181711635j),(-0.9371055972511104-0.3304995825707869j),(-2.30956546320158-0.5079165610551806j)
886,(-0.601257167041455-0.391567884459243j),(-0.14841605095428037-0.08005118814209845j),(-0.08046984831451301-0.10126961012808339j),(-0.046498603592523606-0.0009261253938694123j),(-0.0019056128667426916-0.1051190156968276j),(0.012028176333620192+0.13523929206958843j),(-0.08954001014035107-0.06778141164020508j),(-0.023827363198868533-0.11025885478530252j),(-0.02254613654679873+0.03858134834299673j),(-0.27935430748524054+0.21076810712389363j),(-0.5465062724296825-0.3823764042476238j),(-0.03657405809394724+0.14436849738724802j),(-0.11855768074683048-0.024053059830944253j),(-0.23711697952055216-0.13893289928743643j),(-0.2874823271647502-0.11699898378886615j),(-0.07376097515876848-0.1011874823981871j),(-0.35566812360601324-0.10372164793073069j),(-0.10896301709354243+0.023458905997736788j),(0.11603069973224103-0.063627669307575j),(-0.24375496890440765-0.12009459634025063j),(0.5677627978526778+0.10492915443658464j),(-0.08872602490321439-0.1666569748555024j),(-0.21251297370417258-0.6220564230561818j),(-0.2535625213381142-0.20505075739555073j),(-0.8078946656830293+0.14258361442503936j),(1.4191104475433234-0.6758015341417567j),(-0.6502467529945108-0.5550708211347707j),(1.670916308233021+0.9416028241780509j)
887,(-0.736593322237373-0.47067049505775355j),(-0.09262053649493553-0.05239895187969063j),(-0.11464735591805116-0.05945442419353051j),(-0.10960754911420423-0.06255260568004309j),(0.16066252264187547-0.2794236809886581j),(0.21182771232868108-0.3084435616613885j),(-0.24222545372041235-0.01936851746110151j),(-0.19322816660514536-0.04735746379187743j),(-0.13144626949794913-0.04071725151370058j),(-0.2684364429139527+0.12492363190648866j),(-0.02141950396546947-0.35216501075336865j),(-0.3667620106832897-0.5718306904116908j),(-0.22371800189207522-0.023428073715137675j),(-0.2165668556212809-0.2454799346892512j),(-0.3184970647221489-0.05167922974203852j),(-0.45673252572483714-0.05367542260198489j),(-0.11622037816796621-0.10364942856304314j),(-0.2214046151494349-0.11650561961240095j),(-0.31766844924601+0.23316984915377642j),(-0.14658216953940895-0.07069577095045246j),(-0.16507169856335435-0.12897300893516142j),(-0.293120174786597-0.39610144121179686j),(-0.4337607485995083-0.5100164357488912j),(-0.5045775016404942-0.5416804832055719j),(-0.579030910006655-0.16447421090429903j),(-0.8131261911858475+0.4133031478633148j),(-0.5397916065888517-0.12335036249042522j),(-0.7728249747627333+1.993541835438534j)
888,(-0.8013016917620064-0.37397256872565793j),(0.0056394262613957144+0.00901777748562954j),(-0.04617653437405063-0.10293642593487236j),(-0.08780586231711515-0.05671438679084839j),(-0.05051069192270617+0.27525019509872684j),(-0.21518747292529739+0.04746945499616401j),(-0.10431198345667293+0.032767662835896855j),(-0.19570276354059138-0.052978699722007444j),(-0.061562658547623716-0.05649406175402807j),(-0.20541629917318832+0.1727443155467316j),(-0.25078768126286277+0.3210277496540003j),(-0.5779372363812054-0.14437652790497654j),(-0.14466860335817203-0.11042977803876156j),(-0.24377539169243723+0.08796369989402927j),(-0.28616083151392785-0.06702470885476561j),(-0.3481372486375037+0.0343632346255164j),(-0.05949225171895983-0.09483135872640595j),(-0.07471204912526141+0.017318389810987336j),(-0.14959960655052076-0.4789870679662072j),(-0.19636528483818588-0.15284773052227213j),(0.07468043821847943+0.29453965267299154j),(-0.5492005541595899-0.16322427122030125j),(-0.14629568151528605-0.5513494568499427j),(-0.523918566800808-0.31323381593190863j),(-0.19108326616707563-0.16697821724925094j),(-2.3732885287353205-0.6750584796055543j),(-0.9001677142179435-0.20893620305616775j),(-1.4011283162377839-0.2108007381560517j)
889,(-0.7196879408095712-0.33955212235794435j),(-0.15788531071655768-0.1999553709558335j),(-0.07233880760649843-0.09796753336168361j),(-0.039197943720020376-0.06194773435486002j),(-0.2144959123647199-0.23501032808141997j),(-0.04410432399922902-0.19089669068488602j),(-0.21776046731272514-0.11445107133664534j),(-0.10942612428780356-0.14942065061026483j),(-0.09390464312879149-0.08209518210798981j),(-0.2468573169313514+0.10028809116383443j),(-0.14892695415252577-0.22193741834167102j),(-0.6223326402567774-0.24352952006160936j),(-0.16978956046224877-0.09447997777132702j),(-0.21685320150604265+0.12874129817141694j),(-0.2566679716739723-0.04136547993207206j),(-0.21856256399942545-0.04817390903031975j),(-0.036062462133434954-0.10905790331493283j),(-0.19745289151875303-0.07136486924490715j),(-0.12530380812727243-0.25638694315789473j),(-0.22083209761911216-0.2985715725313069j),(-0.1890800190879382-0.22458483819383612j),(-0.47925141485144-0.02141076426915537j),(-0.14220795154336566-0.12431874985274778j),(-0.5543522213095493-0.4224646849108067j),(-0.6445226982404619-0.1307394006483578j),(-1.331827163259822+0.23792851809897814j),(-0.9508078370060422-0.4806738796324483j),(-0.3084835980445429-0.7964130505259841j)
890,(-0.6738891635724061-0.35340081767861803j),(-0.16914308639946513+0.01898243210336933j),(-0.12481172112801969-0.08936000924309027j),(-0.02329973228109625-0.05523593852904984j),(-0.09537368542177467+0.07986326751898638j),(-0.08829105433047102-0.1081172408818884j),(-0.13994876496472128-0.049473395626855474j),(-0.1283575873743777-0.13437866334150209j),(-0.05049879801017209-0.018078842850576666j),(-0.21378511154966154+0.16595242832629103j),(-0.18795461892351362-0.23599901300273607j),(0.2057141974040945-0.25010908849140284j),(-0.15183647968390782-0.022879752116271086j),(-0.045730029787425464-0.08569887055782187j),(-0.22148294986874545-0.2773256885772102j),(-0.12120146733078703+0.0430091656607894j),(-0.04465753512048563-0.09933510715013788j),(-0.20864216303435348-0.08262249142649601j),(-0.023341153468312944-0.04566038345428848j),(-0.0954150642793033-0.01469001580195227j),(-0.054045999796822106+0.09109967343897499j),(-0.23183787935155722-0.3525135415486674j),(-0.35643725052812597-0.1644228309346985j),(-0.4257636794648004-0.49038701094415954j),(-0.46372762844981535+0.4855329486670029j),(-1.2977515526448846-0.4864320464725111j),(-0.6631961532754237-0.24874929675209295j),(1.817980900848973-3.8014863152205263j)
891,(-0.7196020138632444-0.43999333336377633j),(-0.09893014225158096+0.03772685363679771j),(-0.09839205368088146-0.12552367280779195j),(-0.058687474553704946+0.04893808980958612j),(-0.18696010075307393-0.2814987634105072j),(-0.04136488548153871-0.0364705863189932j),(-0.24422688979931378-0.12515301892529787j),(-0.126301481246443-0.1045791553629579j),(-0.15553135632167955-0.04554227425726229j),(-0.27365690836222883+0.23551993794262777j),(-0.04888130519846939+0.10958723830886762j),(-0.24733418335696994-0.004478945245559058j),(-0.07166012662848918-0.10919231033288462j),(-0.06349139037547341-0.19271188194785727j),(-0.037427468160114566-0.03936591154807654j),(-0.06175267395467255-0.04497322302786214j),(-0.2975547687162978-0.2623922207271482j),(-0.09370529504398534-0.02849468057949717j),(-0.4825537891397288-0.24814885540239456j),(-0.21152626785113873-0.09606320639160779j),(-0.0969797590707763+0.07669180495699425j),(-0.2776859870572847-0.15077603021258693j),(-0.5138873034475893-0.10778201224322792j),(-0.6046714994920082-0.32373864835415195j),(-0.7441504618725249-0.37109756580729597j),(1.0600379390310553-0.22203306228722267j),(-0.9331175713884585-0.4615852952533814j),(-3.486368488449405-1.4102685558953856j)
892,(-0.640147041273922-0.3769982842869811j),(-0.14822197499442397-0.07934195580294201j),(-0.0468911787442321-0.14959218664370336j),(-0.05783617287448229+0.02203366419507656j),(-0.32636398599505423-0.2053854669316741j),(0.17281349546518301-0.10470602790824199j),(-0.07927391437547045+0.08750164185441293j),(-0.092485157804049-0.06364089705165615j),(-0.1413757921681993-0.14153506251911124j),(-0.22168785514019854+0.18859303226723853j),(-0.04166285467521649-0.07974467120227459j),(-0.5422955141548771+0.7084978099182022j),(-0.16356717814107702-0.03945067930121479j),(-0.3401670398023191-0.08091472166196761j),(-0.06397072909651512-0.2704999751260875j),(-0.5145551324024397-0.3243768552106601j),(-0.16581832732715385-0.12190086352747888j),(-0.04484315175823477-0.17384742778969042j),(-0.3670906358555692-0.29237330195024397j),(-0.2942502775849925-0.0776256047277314j),(-0.14505830812460724+0.01159583216467488j),(-0.6192064073460365+0.2265370788074159j),(-0.495922198544097+0.11969636351655974j),(-0.44371601334384614-0.3804136004067523j),(-0.2908835120744319-0.006902923278859617j),(-1.085315211254777-0.6695709095302014j),(-0.8712517489155551-0.3641363162790527j),(-0.15897974147051885-0.6649479056672323j)
